payment_id,date,amount_paid,payment_method,partner
P00514,2022-05-29,3389.07,Cash,Partner Z
P00515,2022-05-30,875.66,Credit Card,Partner Z
P00516,2022-05-31,1700.37,Cash,Partner X
P00517,2022-06-01,1403.73,Credit Card,Partner Z
P00518,2022-06-02,3559.49,Credit Card,Partner X
P00519,2022-06-03,1988.46,Cash,Partner Z
P00520,2022-06-04,3630.87,PayPal,Partner Z
P00521,2022-06-05,812.63,Bank Transfer,Partner W
P00522,2022-06-06,3615.01,Cash,Partner W
P00523,2022-06-07,1428.96,Cash,Partner Y
P00524,2022-06-08,3739.23,Bank Transfer,Partner Z
P00525,2022-06-09,3478.14,PayPal,Partner Y
P00526,2022-06-10,3820.25,Bank Transfer,Partner X
P00527,2022-06-11,2172.1,Cash,Partner X
P00528,2022-06-12,2390.84,Bank Transfer,Partner W
P00529,2022-06-13,3481.67,Cash,Partner Z
P00530,2022-06-14,3601.07,Credit Card,Partner X
P00531,2022-06-15,2005.41,Credit Card,Partner W
P00532,2022-06-16,1515.16,PayPal,Partner X
P00533,2022-06-17,2955.94,Bank Transfer,Partner Y
P00534,2022-06-18,1060.66,PayPal,Partner Y
P00535,2022-06-19,3698.59,PayPal,Partner W
P00536,2022-06-20,1281.83,PayPal,Partner Z
P00537,2022-06-21,4128.32,PayPal,Partner Z
P00538,2022-06-22,3129.92,Credit Card,Partner Z
P00539,2022-06-23,3362.5,PayPal,Partner W
P00540,2022-06-24,1445.65,PayPal,Partner Z
P00541,2022-06-25,4340.73,Bank Transfer,Partner W
P00542,2022-06-26,1328.7,PayPal,Partner Y
P00543,2022-06-27,737.49,Credit Card,Partner X
P00544,2022-06-28,2250.55,Credit Card,Partner Y
P00545,2022-06-29,1447.22,Cash,Partner X
P00546,2022-06-30,2611.78,PayPal,Partner Y
P00547,2022-07-01,4337.89,PayPal,Partner X
P00548,2022-07-02,3795.04,Bank Transfer,Partner Z
P00549,2022-07-03,689.48,Bank Transfer,Partner Y
P00550,2022-07-04,3956.53,Credit Card,Partner Y
P00551,2022-07-05,3840.42,Cash,Partner W
P00552,2022-07-06,4242.43,Bank Transfer,Partner W
P00553,2022-07-07,4481.77,Bank Transfer,Partner Y
P00554,2022-07-08,3869.64,PayPal,Partner W
P00555,2022-07-09,3400.12,PayPal,Partner W
P00556,2022-07-10,4956.98,PayPal,Partner Y
P00557,2022-07-11,2731.2,Credit Card,Partner Z
P00558,2022-07-12,1193.27,PayPal,Partner Y
P00559,2022-07-13,4365.76,PayPal,Partner Z
P00560,2022-07-14,4246.71,Credit Card,Partner Y
P00561,2022-07-15,4203.02,Credit Card,Partner Z
P00562,2022-07-16,1986.27,PayPal,Partner X
P00563,2022-07-17,1016.47,Cash,Partner X
P00564,2022-07-18,734.98,Cash,Partner X
P00565,2022-07-19,3392.02,Cash,Partner Y
P00566,2022-07-20,1512.46,Cash,Partner X
P00567,2022-07-21,4520.57,Bank Transfer,Partner X
P00568,2022-07-22,4124.13,PayPal,Partner Z
P00569,2022-07-23,3560.95,Bank Transfer,Partner Z
P00570,2022-07-24,2264.13,Credit Card,Partner Y
P00571,2022-07-25,3175.58,PayPal,Partner Y
P00572,2022-07-26,631.19,Cash,Partner Z
P00573,2022-07-27,4238.61,Credit Card,Partner Z
P00574,2022-07-28,1244.15,PayPal,Partner Z
P00575,2022-07-29,1196.46,Credit Card,Partner Z
P00576,2022-07-30,2948.79,Bank Transfer,Partner Y
P00577,2022-07-31,557.16,Bank Transfer,Partner Z
P00578,2022-08-01,1655.34,Bank Transfer,Partner Y
P00579,2022-08-02,3715.03,Credit Card,Partner Y
P00580,2022-08-03,3222.83,Bank Transfer,Partner W
P00581,2022-08-04,842.85,Cash,Partner X
P00582,2022-08-05,2742.97,Bank Transfer,Partner Y
P00583,2022-08-06,3390.42,Credit Card,Partner Z
P00584,2022-08-07,1845.2,PayPal,Partner Y
P00585,2022-08-08,3864.65,Cash,Partner Z
P00586,2022-08-09,3078.59,Bank Transfer,Partner X
P00587,2022-08-10,3474.23,Cash,Partner Y
P00588,2022-08-11,3985.02,PayPal,Partner Z
P00589,2022-08-12,1578.19,PayPal,Partner W
P00590,2022-08-13,2947.98,Bank Transfer,Partner Z
P00591,2022-08-14,4738.87,PayPal,Partner X
P00592,2022-08-15,2755.97,Credit Card,Partner X
P00593,2022-08-16,590.72,Cash,Partner W
P00594,2022-08-17,4356.06,Credit Card,Partner Y
P00595,2022-08-18,3619.06,Cash,Partner W
P00596,2022-08-19,2142.18,PayPal,Partner W
P00597,2022-08-20,3858.01,Bank Transfer,Partner X
P00598,2022-08-21,4495.94,Bank Transfer,Partner W
P00599,2022-08-22,1255.89,Credit Card,Partner W
P00600,2022-08-23,4084.22,Bank Transfer,Partner Y
P00601,2022-08-24,642.64,PayPal,Partner Z
P00602,2022-08-25,2134.16,Cash,Partner X
P00603,2022-08-26,1118.56,Credit Card,Partner Y
P00604,2022-08-27,2116.61,Cash,Partner X
P00605,2022-08-28,1816.38,PayPal,Partner Z
P00606,2022-08-29,2356.46,PayPal,Partner Y
P00607,2022-08-30,3708.67,Bank Transfer,Partner Z
P00608,2022-08-31,2897.11,Credit Card,Partner W
P00609,2022-09-01,1685.17,Credit Card,Partner Z
P00610,2022-09-02,2980.12,Cash,Partner W
P00611,2022-09-03,3673.92,Bank Transfer,Partner X
P00612,2022-09-04,4428.19,PayPal,Partner Y
P00613,2022-09-05,3557.32,Bank Transfer,Partner Z
P00614,2022-09-06,4870.92,Credit Card,Partner X
P00615,2022-09-07,2942.44,Credit Card,Partner Y
P00616,2022-09-08,924.38,Cash,Partner X
P00617,2022-09-09,4833.61,Cash,Partner Z
P00618,2022-09-10,1185.52,Cash,Partner Z
P00619,2022-09-11,2291.79,Credit Card,Partner Z
P00620,2022-09-12,4570.61,Cash,Partner Y
P00621,2022-09-13,1606.36,PayPal,Partner W
P00622,2022-09-14,4436.36,Bank Transfer,Partner Y
P00623,2022-09-15,3747.41,PayPal,Partner Y
P00624,2022-09-16,1629.12,Cash,Partner X
P00625,2022-09-17,2026.43,Cash,Partner X
P00626,2022-09-18,4080.18,Cash,Partner Y
P00627,2022-09-19,1150.73,PayPal,Partner X
P00628,2022-09-20,4520.82,Credit Card,Partner Z
P00629,2022-09-21,2992.95,Credit Card,Partner W
P00630,2022-09-22,4464.25,Credit Card,Partner X
P00631,2022-09-23,4549.01,Credit Card,Partner Y
P00632,2022-09-24,506.8,Cash,Partner Y
P00633,2022-09-25,534.88,Bank Transfer,Partner Z
P00634,2022-09-26,4082.37,PayPal,Partner W
P00635,2022-09-27,1451.01,Credit Card,Partner X
P00636,2022-09-28,1434.34,Credit Card,Partner Z
P00637,2022-09-29,3724.66,Bank Transfer,Partner Z
P00638,2022-09-30,1516.09,Bank Transfer,Partner X
P00639,2022-10-01,2882.84,Cash,Partner Z
P00640,2022-10-02,2394.77,PayPal,Partner Z
P00641,2022-10-03,1410.64,PayPal,Partner Z
P00642,2022-10-04,2506.41,Cash,Partner Z
P00643,2022-10-05,1842.23,Cash,Partner Y
P00644,2022-10-06,2934.95,PayPal,Partner Y
P00645,2022-10-07,3702.68,PayPal,Partner Y
P00646,2022-10-08,2207.19,Cash,Partner Y
P00647,2022-10-09,3055.74,Credit Card,Partner W
P00648,2022-10-10,3203.22,Credit Card,Partner W
P00649,2022-10-11,1101.33,Bank Transfer,Partner Z
P00650,2022-10-12,4744.76,Credit Card,Partner W
P00651,2022-10-13,2076.33,PayPal,Partner W
P00652,2022-10-14,1590.55,PayPal,Partner Y
P00653,2022-10-15,4603.79,Credit Card,Partner Z
P00654,2022-10-16,4126.5,Credit Card,Partner X
P00655,2022-10-17,3841.78,Credit Card,Partner X
P00656,2022-10-18,1100.99,Cash,Partner X
P00657,2022-10-19,2092.15,Cash,Partner X
P00658,2022-10-20,3097.22,Bank Transfer,Partner X
P00659,2022-10-21,1471.69,Cash,Partner X
P00660,2022-10-22,3311.06,PayPal,Partner Z
P00661,2022-10-23,3641.75,Credit Card,Partner Z
P00662,2022-10-24,3574.56,Credit Card,Partner Z
P00663,2022-10-25,1235.36,Cash,Partner Y
P00664,2022-10-26,866.53,PayPal,Partner Y
P00665,2022-10-27,1042.86,PayPal,Partner X
P00666,2022-10-28,4957.01,Bank Transfer,Partner Z
P00667,2022-10-29,1339.3,PayPal,Partner Y
P00668,2022-10-30,2263.18,Bank Transfer,Partner Y
P00669,2022-10-31,1367.53,PayPal,Partner Y
P00670,2022-11-01,1694.71,Cash,Partner X
P00671,2022-11-02,2348.8,Cash,Partner W
P00672,2022-11-03,3620.37,Cash,Partner W
P00673,2022-11-04,4267.82,Cash,Partner Z
P00674,2022-11-05,810.61,Credit Card,Partner X
P00675,2022-11-06,3183.09,Bank Transfer,Partner Y
P00676,2022-11-07,4061.33,PayPal,Partner W
P00677,2022-11-08,3041.62,Bank Transfer,Partner W
P00678,2022-11-09,3664.44,Cash,Partner X
P00679,2022-11-10,3977.56,Cash,Partner Z
P00680,2022-11-11,557.77,Bank Transfer,Partner Y
P00681,2022-11-12,1338.35,Cash,Partner Y
P00682,2022-11-13,3238.85,PayPal,Partner X
P00683,2022-11-14,3462.26,Bank Transfer,Partner Z
P00684,2022-11-15,1635.07,Bank Transfer,Partner X
P00685,2022-11-16,3198.5,Cash,Partner X
P00686,2022-11-17,1194.48,Bank Transfer,Partner Y
P00687,2022-11-18,4808.38,Cash,Partner X
P00688,2022-11-19,2304.93,PayPal,Partner Y
P00689,2022-11-20,2327.9,Credit Card,Partner X
P00690,2022-11-21,2926.99,PayPal,Partner Z
P00691,2022-11-22,1065.61,Credit Card,Partner Z
P00692,2022-11-23,2783.57,PayPal,Partner X
P00693,2022-11-24,3485.82,Bank Transfer,Partner Y
P00694,2022-11-25,4942.04,Credit Card,Partner Y
P00695,2022-11-26,3573.14,Bank Transfer,Partner Y
P00696,2022-11-27,2601.07,Credit Card,Partner Z
P00697,2022-11-28,1683.79,Cash,Partner Y
P00698,2022-11-29,1838.7,PayPal,Partner Z
P00699,2022-11-30,3024.6,Credit Card,Partner Z
P00700,2022-12-01,1363.56,Bank Transfer,Partner X
P00701,2022-12-02,4993.77,Cash,Partner Y
P00702,2022-12-03,871.17,PayPal,Partner Z
P00703,2022-12-04,1237.27,Cash,Partner W
P00704,2022-12-05,4473.74,PayPal,Partner W
P00705,2022-12-06,2211.71,Bank Transfer,Partner Y
P00706,2022-12-07,2118.2,PayPal,Partner Z
P00707,2022-12-08,3646.75,Bank Transfer,Partner Y
P00708,2022-12-09,3773.66,Bank Transfer,Partner Z
P00709,2022-12-10,3156.92,Credit Card,Partner Z
P00710,2022-12-11,4777.82,Credit Card,Partner Y
P00711,2022-12-12,1010.88,Credit Card,Partner X
P00712,2022-12-13,4034.27,Bank Transfer,Partner X
P00713,2022-12-14,3968.94,Credit Card,Partner Y
P00714,2022-12-15,2848.84,Bank Transfer,Partner Z
P00715,2022-12-16,1358.79,Credit Card,Partner Z
P00716,2022-12-17,3095.17,PayPal,Partner W
P00717,2022-12-18,4145.37,PayPal,Partner Z
P00718,2022-12-19,4230.79,Bank Transfer,Partner X
P00719,2022-12-20,4769.15,Bank Transfer,Partner X
P00720,2022-12-21,2324.84,Bank Transfer,Partner Z
P00721,2022-12-22,4667.99,Credit Card,Partner X
P00722,2022-12-23,3514.52,Cash,Partner X
P00723,2022-12-24,2527.76,Cash,Partner Z
P00724,2022-12-25,3621.79,Bank Transfer,Partner W
P00725,2022-12-26,3616.87,Bank Transfer,Partner Z
P00726,2022-12-27,2191.98,Cash,Partner Y
P00727,2022-12-28,4799.92,PayPal,Partner W
P00728,2022-12-29,1863.46,PayPal,Partner Z
P00729,2022-12-30,4564.25,Credit Card,Partner W
P00730,2022-12-31,3214.12,Bank Transfer,Partner Y
P00731,2022-01-01,2725.51,Bank Transfer,Partner Y
P00732,2022-01-02,2768.34,Bank Transfer,Partner Z
P00733,2022-01-03,4245.05,Credit Card,Partner Y
P00734,2022-01-04,3467.27,Cash,Partner Y
P00735,2022-01-05,3189.78,Cash,Partner X
P00736,2022-01-06,881.13,PayPal,Partner Y
P00737,2022-01-07,4494.25,Bank Transfer,Partner X
P00738,2022-01-08,2179.76,Credit Card,Partner Z
P00739,2022-01-09,4779.03,Cash,Partner X
P00740,2022-01-10,3241.37,Cash,Partner Y
P00741,2022-01-11,4458.89,Credit Card,Partner Y
P00742,2022-01-12,2779.5,Bank Transfer,Partner Z
P00743,2022-01-13,1530.2,Cash,Partner Y
P00744,2022-01-14,2298.7,Bank Transfer,Partner Y
P00745,2022-01-15,545.96,Cash,Partner Z
P00746,2022-01-16,3627.67,Bank Transfer,Partner X
P00747,2022-01-17,1900.17,Cash,Partner Y
P00748,2022-01-18,4021.76,Credit Card,Partner Y
P00749,2022-01-19,795.91,PayPal,Partner Z
P00750,2022-01-20,4134.31,PayPal,Partner X
P00751,2022-01-21,3179.06,Cash,Partner Y
P00752,2022-01-22,4918.79,Credit Card,Partner X
P00753,2022-01-23,3762.36,PayPal,Partner Z
P00754,2022-01-24,4702.05,Bank Transfer,Partner Z
P00755,2022-01-25,1161.09,PayPal,Partner X
P00756,2022-01-26,3715.6,Cash,Partner Z
P00757,2022-01-27,1595.21,Bank Transfer,Partner W
P00758,2022-01-28,1062.15,PayPal,Partner Y
P00759,2022-01-29,1996.7,Bank Transfer,Partner Y
P00760,2022-01-30,753.45,Credit Card,Partner W
P00761,2022-01-31,4105.51,PayPal,Partner Z
P00762,2022-02-01,3420.36,Bank Transfer,Partner Y
P00763,2022-02-02,3038.01,Credit Card,Partner Z
P00764,2022-02-03,2331.45,Credit Card,Partner Y
P00765,2022-02-04,3459.49,Cash,Partner X
P00766,2022-02-05,1621.33,Bank Transfer,Partner X
P00767,2022-02-06,1043.94,Cash,Partner X
P00768,2022-02-07,4496.62,Cash,Partner Z
P00769,2022-02-08,4776.8,Credit Card,Partner X
P00770,2022-02-09,3107.31,Cash,Partner W
P00771,2022-02-10,3781.83,PayPal,Partner Y
P00772,2022-02-11,3905.98,Bank Transfer,Partner Z
P00773,2022-02-12,1282.6,Cash,Partner X
P00774,2022-02-13,4375.38,PayPal,Partner X
P00775,2022-02-14,2176.37,PayPal,Partner Z
P00776,2022-02-15,1782.91,Cash,Partner Y
P00777,2022-02-16,2535.04,Bank Transfer,Partner Y
P00778,2022-02-17,2477.7,Bank Transfer,Partner W
P00779,2022-02-18,827.48,Bank Transfer,Partner Y
P00780,2022-02-19,840.05,Cash,Partner X
P00781,2022-02-20,2809.17,PayPal,Partner Z
P00782,2022-02-21,4659.59,PayPal,Partner Y
P00783,2022-02-22,954.82,PayPal,Partner X
P00784,2022-02-23,3777.04,PayPal,Partner W
P00785,2022-02-24,2807.65,Bank Transfer,Partner W
P00786,2022-02-25,1440.35,Credit Card,Partner W
P00787,2022-02-26,4060.35,PayPal,Partner W
P00788,2022-02-27,2845.09,Bank Transfer,Partner X
P00789,2022-02-28,2133.16,Bank Transfer,Partner W
P00790,2022-03-01,4600.24,Bank Transfer,Partner W
P00791,2022-03-02,3315.1,PayPal,Partner X
P00792,2022-03-03,2923.24,Bank Transfer,Partner W
P00793,2022-03-04,2417.15,Credit Card,Partner Y
P00794,2022-03-05,3606.67,Credit Card,Partner Z
P00795,2022-03-06,1185.96,Bank Transfer,Partner W
P00796,2022-03-07,870.64,PayPal,Partner W
P00797,2022-03-08,4265.0,Bank Transfer,Partner W
P00798,2022-03-09,1785.84,PayPal,Partner Z
P00799,2022-03-10,4816.69,Bank Transfer,Partner Y
P00800,2022-03-11,4629.5,Cash,Partner Y
P00801,2022-03-12,683.47,Credit Card,Partner X
P00802,2022-03-13,525.71,Cash,Partner W
P00803,2022-03-14,2581.13,Cash,Partner Z
P00804,2022-03-15,1745.63,Credit Card,Partner W
P00805,2022-03-16,4805.54,PayPal,Partner X
P00806,2022-03-17,4527.09,Cash,Partner Z
P00807,2022-03-18,4757.37,Credit Card,Partner Z
P00808,2022-03-19,3252.88,Cash,Partner Y
P00809,2022-03-20,3140.41,Credit Card,Partner Z
P00810,2022-03-21,4413.85,Cash,Partner Y
P00811,2022-03-22,3147.19,PayPal,Partner Y
P00812,2022-03-23,611.09,Credit Card,Partner X
P00813,2022-03-24,3623.95,Credit Card,Partner X
P00814,2022-03-25,1406.11,Cash,Partner X
P00815,2022-03-26,3248.21,Credit Card,Partner Y
P00816,2022-03-27,4311.71,Credit Card,Partner W
P00817,2022-03-28,950.74,Credit Card,Partner W
P00818,2022-03-29,3047.82,PayPal,Partner W
P00819,2022-03-30,1124.36,Bank Transfer,Partner Y
P00820,2022-03-31,1063.56,PayPal,Partner X
P00821,2022-04-01,4969.76,Credit Card,Partner Z
P00822,2022-04-02,1231.59,Credit Card,Partner W
P00823,2022-04-03,1202.76,PayPal,Partner Y
P00824,2022-04-04,4609.26,PayPal,Partner X
P00825,2022-04-05,4577.34,Bank Transfer,Partner Z
P00826,2022-04-06,933.52,PayPal,Partner Y
P00827,2022-04-07,1856.21,Cash,Partner W
P00828,2022-04-08,2434.4,PayPal,Partner Y
P00829,2022-04-09,4975.29,Bank Transfer,Partner W
P00830,2022-04-10,2237.61,Credit Card,Partner Z
P00831,2022-04-11,3196.8,Cash,Partner Y
P00832,2022-04-12,2117.29,Credit Card,Partner Y
P00833,2022-04-13,4509.22,Cash,Partner Y
P00834,2022-04-14,4431.99,Bank Transfer,Partner W
P00835,2022-04-15,649.24,Credit Card,Partner X
P00836,2022-04-16,2402.66,Bank Transfer,Partner Y
P00837,2022-04-17,4876.98,Cash,Partner W
P00838,2022-04-18,3789.23,Bank Transfer,Partner X
P00839,2022-04-19,3582.01,Cash,Partner Z
P00840,2022-04-20,4646.51,Bank Transfer,Partner Y
P00841,2022-04-21,2001.42,PayPal,Partner Y
P00842,2022-04-22,3103.79,PayPal,Partner Y
P00843,2022-04-23,1045.13,PayPal,Partner Y
P00844,2022-04-24,2119.21,PayPal,Partner Y
P00845,2022-04-25,3164.76,PayPal,Partner Z
P00846,2022-04-26,2056.58,Cash,Partner Y
P00847,2022-04-27,3455.42,Credit Card,Partner Y
P00848,2022-04-28,2000.08,Credit Card,Partner Y
P00849,2022-04-29,1454.25,Credit Card,Partner Y
P00850,2022-04-30,1430.28,Credit Card,Partner X
P00851,2022-05-01,2310.63,Credit Card,Partner Y
P00852,2022-05-02,2191.85,Cash,Partner W
P00853,2022-05-03,3789.88,PayPal,Partner Y
P00854,2022-05-04,4168.01,Credit Card,Partner W
P00855,2022-05-05,2194.7,PayPal,Partner X
P00856,2022-05-06,1730.47,Bank Transfer,Partner Y
P00857,2022-05-07,2641.81,Bank Transfer,Partner W
P00858,2022-05-08,3401.1,Bank Transfer,Partner W
P00859,2022-05-09,4505.31,Bank Transfer,Partner W
P00860,2022-05-10,4071.88,Cash,Partner X
P00861,2022-05-11,1167.26,Credit Card,Partner X
P00862,2022-05-12,670.73,Bank Transfer,Partner Y
P00863,2022-05-13,2644.19,Credit Card,Partner X
P00864,2022-05-14,2503.96,Bank Transfer,Partner Y
P00865,2022-05-15,3770.85,Cash,Partner W
P00866,2022-05-16,3365.52,Cash,Partner Y
P00867,2022-05-17,2590.69,PayPal,Partner W
P00868,2022-05-18,2137.58,Cash,Partner Z
P00869,2022-05-19,1425.46,Cash,Partner X
P00870,2022-05-20,4941.61,Cash,Partner Y
P00871,2022-05-21,3900.9,Cash,Partner Y
P00872,2022-05-22,3588.86,Credit Card,Partner Z
P00873,2022-05-23,3954.39,PayPal,Partner Z
P00874,2022-05-24,3925.02,PayPal,Partner W
P00875,2022-05-25,4508.79,Credit Card,Partner W
P00876,2022-05-26,4368.53,Credit Card,Partner Z
P00877,2022-05-27,1859.18,Bank Transfer,Partner X
P00878,2022-05-28,3942.45,Credit Card,Partner Y
P00879,2022-05-29,1006.78,Bank Transfer,Partner X
P00880,2022-05-30,4021.63,Cash,Partner Y
P00881,2022-05-31,4056.84,Cash,Partner X
P00882,2022-06-01,868.71,Cash,Partner X
P00883,2022-06-02,4890.11,Cash,Partner Z
P00884,2022-06-03,4756.7,Credit Card,Partner W
P00885,2022-06-04,1377.81,Bank Transfer,Partner Y
P00886,2022-06-05,1262.04,PayPal,Partner X
P00887,2022-06-06,2275.43,Credit Card,Partner X
P00888,2022-06-07,3670.1,Bank Transfer,Partner X
P00889,2022-06-08,3746.62,Bank Transfer,Partner Z
P00890,2022-06-09,2440.95,Bank Transfer,Partner Y
P00891,2022-06-10,4018.24,Credit Card,Partner Z
P00892,2022-06-11,2755.74,Credit Card,Partner W
P00893,2022-06-12,2180.84,PayPal,Partner W
P00894,2022-06-13,4119.61,PayPal,Partner Z
P00895,2022-06-14,2552.33,PayPal,Partner Y
P00896,2022-06-15,1051.21,Credit Card,Partner Y
P00897,2022-06-16,773.09,Cash,Partner Z
P00898,2022-06-17,1777.09,PayPal,Partner X
P00899,2022-06-18,3915.1,Bank Transfer,Partner Y
P00900,2022-06-19,586.6,Credit Card,Partner X
P00901,2022-06-20,664.98,Cash,Partner Z
P00902,2022-06-21,674.46,Cash,Partner X
P00903,2022-06-22,657.75,Bank Transfer,Partner Z
P00904,2022-06-23,2481.86,Credit Card,Partner X
P00905,2022-06-24,4523.43,Bank Transfer,Partner X
P00906,2022-06-25,3252.92,Cash,Partner Y
P00907,2022-06-26,939.93,PayPal,Partner Y
P00908,2022-06-27,1764.55,Bank Transfer,Partner X
P00909,2022-06-28,4166.21,Bank Transfer,Partner Z
P00910,2022-06-29,1725.39,Cash,Partner W
P00911,2022-06-30,4605.38,PayPal,Partner Z
P00912,2022-07-01,1750.0,Credit Card,Partner X
P00913,2022-07-02,3067.93,Credit Card,Partner X
P00914,2022-07-03,2064.64,Cash,Partner W
P00915,2022-07-04,4757.18,PayPal,Partner X
P00916,2022-07-05,3142.81,Bank Transfer,Partner W
P00917,2022-07-06,2900.4,Credit Card,Partner X
P00918,2022-07-07,4325.62,PayPal,Partner Y
P00919,2022-07-08,1007.96,Bank Transfer,Partner Z
P00920,2022-07-09,1156.99,Cash,Partner Z
P00921,2022-07-10,3380.65,PayPal,Partner W
P00922,2022-07-11,549.28,Cash,Partner Z
P00923,2022-07-12,2806.19,PayPal,Partner W
P00924,2022-07-13,885.21,Cash,Partner Y
P00925,2022-07-14,2012.74,Credit Card,Partner W
P00926,2022-07-15,4656.45,Credit Card,Partner Z
P00927,2022-07-16,2797.24,Credit Card,Partner X
P00928,2022-07-17,1704.99,Bank Transfer,Partner W
P00929,2022-07-18,4921.11,Cash,Partner W
P00930,2022-07-19,1688.33,Cash,Partner W
P00931,2022-07-20,3240.04,Credit Card,Partner X
P00932,2022-07-21,2833.36,Bank Transfer,Partner X
P00933,2022-07-22,2230.34,Bank Transfer,Partner W
P00934,2022-07-23,1271.12,Bank Transfer,Partner Y
P00935,2022-07-24,1515.09,Cash,Partner Y
P00936,2022-07-25,4008.52,PayPal,Partner W
P00937,2022-07-26,3053.61,Cash,Partner X
P00938,2022-07-27,1907.52,PayPal,Partner Y
P00939,2022-07-28,4826.39,Credit Card,Partner X
P00940,2022-07-29,2247.75,Cash,Partner Y
P00941,2022-07-30,3362.72,Bank Transfer,Partner W
P00942,2022-07-31,4672.84,PayPal,Partner W
P00943,2022-08-01,525.73,PayPal,Partner X
P00944,2022-08-02,4120.42,Cash,Partner Y
P00945,2022-08-03,503.34,Bank Transfer,Partner Z
P00946,2022-08-04,4200.99,Credit Card,Partner W
P00947,2022-08-05,4648.38,PayPal,Partner Y
P00948,2022-08-06,2161.6,PayPal,Partner Y
P00949,2022-08-07,3346.55,Credit Card,Partner W
P00950,2022-08-08,673.17,PayPal,Partner Y
P00951,2022-08-09,1965.21,PayPal,Partner Z
P00952,2022-08-10,1683.33,Credit Card,Partner W
P00953,2022-08-11,3803.25,Credit Card,Partner W
P00954,2022-08-12,4518.95,PayPal,Partner Y
P00955,2022-08-13,1496.6,Cash,Partner Z
P00956,2022-08-14,4516.73,PayPal,Partner Z
P00957,2022-08-15,3438.98,Bank Transfer,Partner Z
P00958,2022-08-16,3053.16,Bank Transfer,Partner X
P00959,2022-08-17,2292.64,PayPal,Partner W
P00960,2022-08-18,2973.83,PayPal,Partner Y
P00961,2022-08-19,3706.31,PayPal,Partner Y
P00962,2022-08-20,2717.17,Credit Card,Partner Z
P00963,2022-08-21,3784.17,Cash,Partner X
P00964,2022-08-22,4527.14,PayPal,Partner W
P00965,2022-08-23,4803.02,Bank Transfer,Partner X
P00966,2022-08-24,4189.39,Credit Card,Partner Y
P00967,2022-08-25,2928.38,PayPal,Partner X
P00968,2022-08-26,2592.61,Bank Transfer,Partner Y
P00969,2022-08-27,3937.21,PayPal,Partner Y
P00970,2022-08-28,4981.4,PayPal,Partner W
P00971,2022-08-29,4196.1,Bank Transfer,Partner Z
P00972,2022-08-30,4487.86,Cash,Partner W
P00973,2022-08-31,3675.84,Bank Transfer,Partner X
P00974,2022-09-01,2283.82,Credit Card,Partner Y
P00975,2022-09-02,1325.73,Bank Transfer,Partner Y
P00976,2022-09-03,749.31,Credit Card,Partner Y
P00977,2022-09-04,2339.99,PayPal,Partner X
P00978,2022-09-05,1900.1,PayPal,Partner W
P00979,2022-09-06,3223.32,PayPal,Partner Z
P00980,2022-09-07,2997.55,Credit Card,Partner Z
P00981,2022-09-08,3851.86,PayPal,Partner Y
P00982,2022-09-09,2395.92,Bank Transfer,Partner Y
P00983,2022-09-10,2178.06,Cash,Partner Z
P00984,2022-09-11,2182.39,PayPal,Partner Z
P00985,2022-09-12,2240.68,PayPal,Partner Z
P00986,2022-09-13,1594.44,Cash,Partner X
P00987,2022-09-14,1397.28,Cash,Partner Y
P00988,2022-09-15,4259.44,Credit Card,Partner Z
P00989,2022-09-16,4316.66,PayPal,Partner Y
P00990,2022-09-17,2844.42,Bank Transfer,Partner X
P00991,2022-09-18,1419.9,Credit Card,Partner X
P00992,2022-09-19,1710.14,Cash,Partner W
P00993,2022-09-20,4877.64,Cash,Partner Y
P00994,2022-09-21,4761.61,Cash,Partner W
P00995,2022-09-22,3841.05,Bank Transfer,Partner W
P00996,2022-09-23,3862.81,Bank Transfer,Partner Y
P00997,2022-09-24,3599.87,Credit Card,Partner Y
P00998,2022-09-25,4477.55,Bank Transfer,Partner X
P00999,2022-09-26,4523.91,Cash,Partner W
P01000,2022-09-27,4581.81,Bank Transfer,Partner Y
